term_id,preferred_label,definition,source_ontology,dominant_physical_phase,is_water_based,concert_unit_route,review_status
ENVO:03501307,ceramic,"A solid environmental material that is hard, brittle, heat-resistant and corrosion-resistant, made by shaping and then firing a nonmetallic mineral at a high temperature.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501324,latex,A stable dispersion (emulsion) of polymer microparticles in an aqueous medium.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03501370,stagnant water,A liquid water which has no current or flow and is susceptible to contamination by pathogens or pathogenic vectors.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510000,wood dust,"Dust which is 1) generated when wood is processed and 2) composed primarily of cellulose, polyoses, and lignin.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510006,diesel fuel,"A liquid fuel used in diesel engines, whose fuel ignition takes place, without any spark, as a result of compression of the inlet air mixture and then injection of fuel.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510007,gasoline,A clear petroleum-derived flammable liquid which is used as fuel in most spark-ignited internal combustion engines.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510008,diesel exhaust,A gas which results from the incomplete or complete combustion of diesel fuel.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510009,gasoline exhaust,A gas which results from the complete or incomplete combustion of gasoline fuel.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510015,xanthan gum,"A polysaccharide that functions as an emulsifier, stabilizer, and thickener in mixtures.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510016,tragacanth,"A naturally occurring plant-based gum, which functions as a viscous, odorless, tasteless, water-soluble mixture of polysaccharides that absorbs water to become a gel/paste.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510018,resin,A solid or highly viscous plant or synthetic based substance that is typically convertible into polymers.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510023,shellac,"A resin secreted by the female lac bug, which is dissolved in alcohol to be used as a brush-on colorant, food glaze, and wood finish.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510029,primer (paint),"A paint product which adheres to surfaces and forms a binding layer, preparing it to receive paint.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510031,oil-based paint,"A slow-drying paint that consists of particles of pigment suspended in a drying oil, commonly linseed oil.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510032,acrylic paint,"A water soluble, fast-drying paint made of pigment suspended in acrylic polymer emulsion.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510033,luminescent paint,"A paint that exhibits luminescence, giving off visible light through fluorescence, phosphorescence, or radioluminescence.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510036,rock dust,"Dust which is composed of minerals and trace elements, generated by  finely crushed rock.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510037,radioactive material,Any material containing unstable atoms that emit ionizing radiation as it decays.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510038,volume of cyanoacrylate,An environmental material which is primarily composed of cyanoacrolate.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510055,rubber cement,An environmental material which is composed of elastic polymers mixed in a solvent.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510056,methyl cellulose paste,"An environmental material which is 1) composed primarily of methyl cellulose and water, and 2) formulated to fix wallpaper to walls.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510057,permanent hair dye,"An environmental material which is 1) manufactured and 2) primarily composed of hydrogen peroxide and ammonia, and 3) when applied to hair, can alter the natural hair pigments for 6-8 weeks.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510058,pharmaceutical ink,"A colorant fluid which is 1) manufactured and 2) composed of alcohol, titanium dioxide, and propylene glycol.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510060,gel ink,"A colorant fluid which is 1) manufactured and 2) composed of copper phthalocyanine, iron oxides, water, and biopolymers.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510061,soy ink,"A colorant fluid which is 1) manufactured and 2) primarily composed of soybean oil, as well as pigment, resin, and wax.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510062,aqueous inkjet printer ink,"A colorant fluid which is 1) manufactured, 2) primarily composed of water, as well as glycol, and dye, and 3) intended for use in inkjet printers.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510064,emissions from petroleum combustion,An environmental material which is composed primarily of gases and particles produced by the combustion of petroleum fuels.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510065,colorant fluid,A liquid environmental material which 1) contains at least one substance which can act as a chemical colorant.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03510070,toxic waste,"Waste which contains toxic components (e.g., heavy metals or radiation) which can cause harm to organisms and/or the environment.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03520007,snow crystal,A water ice crystal which is constituted by water molecules aligned in a hexagonal array.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600001,chemically contaminated sediment,Sediment which contains some chemical contaminant.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600002,cooling water,Liquid water which is a participant in a water cooling process.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600006,food waste,A waste material which is primarily composed of uneaten food and removed from the food supply chain.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600007,formation fluid,A fluid environmental material which is contained in geologic formations naturally.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600009,interstitial water,Liquid water which occurs naturally within the pores of rocks and sediments.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600013,bituminous sand,"An environmental material which consists of either loose sands or partially consolidated sandstone, containing a naturally occurring mixture of sand, clay, and water, soaked with a dense and extremely viscous form of petroleum.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600016,saprolite,Rock which is derived from bedrock through chemical weathering,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600017,slurry,An environmental material which is composed of insoluble solid particles suspended in a liquid.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600036,pathogen-suppressive soil,"Soil which has properties that restrict a pathogen's ability to establish itself, persist, or cause disease that results in long-term harm.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600042,marine lake water,Liquid water which is either part of or was removed from a marine lake.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600064,microbialite,A sedimentary rock which is made of carbonate mud whose formation is mediated by microbes in the benthic zone.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600065,spring water,Water which comes from a spring.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600081,cloud water,Fresh water which is harvested from cloud.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600082,crustal fluid,Fluid environmental material which is present in the continental crust and dictates the nature and extent of crustal deformation.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03600084,lichen material,An organic material which is derived from lichen mats.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03605000,periphytic biofilm,"Biofilm consisting of a mixture of algae, cyanobacteria, microbes, and detritus.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03605001,epilithon,Periphyton colonizing rock substrata,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03605002,epipelon,Periphyton colonizing silt substrata,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03605003,epiphyton,Periphyton colonizing surface of aquatic plants,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03605004,epipsammon,Periphyton colonizing sand substrata,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03605005,epixylon,Periphyton colonizing woody substrata,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:03605006,stream water,Water which is part of a stream.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:04000007,lake water,Water which is part of a lake.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:04000008,soil organic matter,"Organic material in soil, which consists of plant and animal residues at various stages of decomposition, cells and tissues of soil organisms, and substances synthesized by soil organisms.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:04000012,particulate organic matter,Particulate environmental material which is composed primarily of organic material.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:04000013,particulate organic carbon,Particulate organic matter which is composed primarily of carbon.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:04000014,particulate organic nitrogen,Particulate organic matter which is composed primarily of nitrogen.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105003,thermoplastic material,"An environmental material which is capable of, repeatedly, becoming plastic when heated and hardening again when cooled.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105012,biota,"A collection of organisms which inhabits the same region, ecosystem, or time period.",ENVO,solid,FALSE,solid,upstream
ENVO:06105016,foamed plastic,"A plastic which has a matrix- or sponge-like structure with numerous, hollow internal spaces.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105101,plastic,An environnmental material which 1) is composed primarily of polymers with high molecular mass and 2) once deformed does not spontaneously return to its original shape.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105111,natural plastic,Plastic which is composed primarily of polymers produced by processes whose agents do not include humans or their technologies.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105112,synthetic plastic,A plastic which is composed primarily of polymers produced by a manufacturing process.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105205,compacted soil,A soil which has a high bulk density and/or a low porosity. A compacted soil has a reduced rate of both water infiltration and drainage,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105211,runoff,Liquid water which 1) flows over land and 2) is not absorbed or retained by the materials if flows over or through.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105238,residual water in soil,Liquid water which is present in soils as discontinuous volumnes of water in contact with solid and gaseous components of the soil.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105268,treated wastewater,Waste water which was converted into an effluent that can be either returned to the water cycle with minimal environmental issues or reused.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105269,desalinated water,Saline water from which minerals have been removed to produce fresh water suitable for human consumption or irrigation.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105272,loamy sand,Soil which is primarily composed of sand with silt and clay in progressively smaller proportions.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105273,fine sand,Sand which is composed primarily of fine particles.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105274,sandy loam,Loam which has a high proportion of sand in its composition.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105275,silty loam,Loam which has a high proportion of silt in its composition.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105276,sandy clay loam,Clay loam which has a high proportion of sand in its composition.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105277,clay loam,Loam which has a high proportion of clay in its composition.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105278,silty clay loam,Clay loam which has a high proportion of silt in its composition.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105279,sandy clay,Clay which has a high proportion of sand in its composition.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:06105280,silty clay,Clay which has a high proportion of silt in its composition.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:1000746,marine mucilage,"A gelatinous material primarily composed of exopolymeric compounds with colloidal properties, formed through the aggregation of marine snow particles, often found in large sheets,  flocs, and clouds.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
